team_name,possession__your_possession_time_seconds,possession__attacking_third_possession_seconds,possession__attacking_third_possession_pct_of_team,possession__possession_pct,distribution__passes,distribution__successful_passes,distribution__intercepted_passes,distribution__unsuccessful_passes,distribution__short_passes,distribution__long_passes,distribution__crosses,distribution__through_passes,distribution__header_passes,distribution__forward_passes,distribution__lateral_passes,distribution__back_passes,distribution__passing_accuracy_pct,distribution__assists,distribution__key_passes,attack__goals,attack__shots,attack__shots_on_target,attack__shots_off_target,attack__blocked_shots,attack__shot_creating_actions,defense__tackles,defense__successful_tackles,defense__tackles_success_rate_pct,defense__clearances,defense__interceptions,defense__recoveries,defense__recoveries_attacking_third,defense__recoveries_attacking_third_pct,defense__blocks,defense__saves,general__duels,general__duels_won,general__duels_success_rate_pct,general__aerial_duels,general__ground_duels,general__offsides,general__corner_awarded,discipline__fouls_conceded,discipline__yellow_cards,discipline__red_cards,match_rating_attack,match_rating_defense,match_rating_distribution,match_rating_general,match_rating_discipline,overall_rating,outcome_score,added_at,match_number,match_id,is_synthetic,match_rating_overall
Ironforge FC,1638.258,436.923,26.67,32.36,109,94,8,15,83,12,4,4,3,2,1,6,86.32,1,3,1,5,1,4,1,6,0,0,44.02,18,15,6,1,16.67,2,0,9,5,55.56,1,8,0,0,2,0,0,4.63,5.8,5.87,4.93,7.2,5.5,0.5,2025-01-03T09:16:23.574334+00:00,282,Ironforge_FC_20251208101535_282,1,5.5
Lakeside Athletic,1419.313,411.175,28.97,28.29,104,73,11,31,68,11,7,2,4,5,7,11,69.75,0,3,0,3,1,2,0,5,6,5,83.33,10,7,11,3,27.27,3,0,19,5,26.32,1,18,0,0,11,2,0,5.99,6.21,4.52,4.03,5.95,5.48,0.498,2025-02-07T11:25:22.574334+00:00,659,Lakeside_Athletic_20251208101535_659,1,5.48
Ironforge FC,2574.417,466.742,18.13,47.13,228,198,11,30,134,20,11,0,3,39,21,24,86.84,0,5,0,5,2,3,0,8,16,8,50.0,4,11,6,1,16.67,2,0,25,20,80.0,6,19,1,1,2,0,0,5.22,6.38,5.37,4.24,7.74,5.69,0.521,2025-07-17T12:33:16.574334+00:00,105,Ironforge_FC_20251208101535_105,1,5.69
Summit Peak FC,3904.25,907.348,23.24,79.13,217,197,6,20,158,8,6,3,5,14,23,20,90.83,2,3,2,13,4,9,1,9,15,10,66.67,6,4,8,2,25.0,1,1,56,26,46.43,0,56,0,4,4,0,0,6.31,5.17,5.75,4.53,8.0,5.8,0.533,2024-12-16T05:39:44.574334+00:00,570,Summit_Peak_FC_20251208101535_570,1,5.8
Pioneer Ville FC,2669.471,372.391,13.95,47.55,151,115,12,36,112,29,11,0,4,0,0,13,76.06,1,5,1,8,4,4,0,15,5,3,60.0,15,3,12,5,41.67,0,2,9,4,44.44,3,6,1,2,10,1,0,6.62,5.53,5.73,3.94,6.42,5.74,0.527,2025-08-11T23:46:13.574334+00:00,106,Pioneer_Ville_FC_20251208101535_106,1,5.74
Goldenfield Rovers,2679.146,525.916,19.63,52.93,211,174,20,37,126,13,12,8,5,25,22,16,82.69,1,3,1,8,2,6,0,11,7,4,57.14,4,5,1,0,0.0,1,1,26,11,42.31,1,25,1,2,7,0,0,6.07,4.69,5.2,4.2,7.26,5.37,0.486,2025-04-28T11:08:53.574334+00:00,720,Goldenfield_Rovers_20251208101535_720,1,5.37
Pioneer Ville FC,4454.828,794.741,17.84,90.2,295,209,33,86,172,21,27,5,20,27,24,10,70.91,1,6,1,8,5,3,0,10,16,10,62.5,5,2,1,0,0.0,0,0,12,7,58.33,7,5,3,1,2,1,0,6.86,6.53,6.79,4.76,6.37,6.41,0.601,2025-10-08T10:40:39.574334+00:00,993,Pioneer_Ville_FC_20251208101535_993,1,6.41
Northbridge FC,3231.913,622.79,19.27,59.09,192,154,15,38,122,21,12,8,0,9,21,17,80.45,0,4,0,4,1,3,0,4,5,2,40.0,10,3,4,1,25.0,1,2,18,11,61.11,5,13,0,2,3,0,0,5.77,6.42,5.16,4.26,7.37,5.78,0.531,2025-11-20T05:39:48.575332+00:00,511,Northbridge_FC_20251208101535_511,1,5.78
Evergreen Sporting,2382.632,789.366,33.13,44.37,103,88,5,15,78,4,6,1,4,6,5,12,85.58,1,1,1,5,1,4,1,4,17,10,58.82,0,8,12,1,8.33,0,1,17,9,52.94,2,15,0,0,9,1,0,5.45,6.12,5.08,4.89,6.99,5.64,0.516,2025-02-22T03:42:15.575332+00:00,989,Evergreen_Sporting_20251208101535_989,1,5.64
Southgate United,3849.639,1143.728,29.71,71.35,331,234,41,97,257,45,16,15,19,0,0,43,70.56,1,7,1,12,4,8,1,11,18,12,66.67,3,4,2,0,0.0,2,2,32,16,50.0,15,17,0,1,5,0,0,6.65,5.93,5.34,3.61,7.16,5.81,0.534,2025-01-25T01:08:05.575332+00:00,180,Southgate_United_20251208101535_180,1,5.81
Highland Wanderers,3147.813,642.783,20.42,63.67,204,167,4,37,143,18,13,9,2,7,13,19,81.95,1,2,1,7,3,4,0,9,12,9,75.0,3,4,9,2,22.22,1,0,7,5,71.43,2,5,1,1,6,1,0,6.38,6.1,5.44,3.94,6.31,5.77,0.53,2024-12-28T01:44:48.575332+00:00,644,Highland_Wanderers_20251208101535_644,1,5.77
Prime City Athletic,1491.071,133.004,8.92,28.99,72,61,5,11,48,5,3,0,2,7,8,15,84.53,1,1,1,4,1,3,0,3,2,1,50.0,20,5,20,3,15.0,3,0,9,4,44.44,3,6,0,3,2,2,0,5.94,7.2,5.21,4.2,5.78,5.89,0.543,2025-08-21T10:53:46.575332+00:00,26,Prime_City_Athletic_20251208101535_26,1,5.89
2 Worlds FC,2509.525,556.362,22.17,45.3,174,137,13,37,123,18,5,7,10,4,6,17,78.52,1,6,1,7,2,5,1,9,10,6,60.0,6,6,14,5,35.71,2,0,3,2,66.67,0,3,1,0,6,2,0,6.34,5.5,4.77,4.56,5.67,5.47,0.497,2025-04-06T19:38:15.575332+00:00,52,2_Worlds_FC_20251208101535_52,1,5.47
Oldtown United,3394.997,1016.123,29.93,64.75,237,175,14,62,177,28,5,3,4,7,15,12,73.92,0,1,0,9,4,5,0,7,1,1,100.0,1,7,3,1,33.33,1,2,70,33,47.14,9,61,1,3,1,1,0,5.73,5.84,5.54,4.45,6.4,5.61,0.512,2025-01-01T18:51:40.575332+00:00,703,Oldtown_United_20251208101535_703,1,5.61
Metro FC,2001.515,411.712,20.57,39.18,133,106,13,27,95,3,8,2,5,11,9,13,79.34,0,2,0,3,1,2,0,3,3,2,66.67,12,8,0,0,0.0,2,1,32,19,59.38,11,21,0,0,7,0,0,5.08,6.93,4.66,3.38,7.03,5.47,0.497,2025-09-20T04:31:43.575332+00:00,992,Metro_FC_20251208101535_992,1,5.47
Metro FC,3204.797,841.259,26.25,61.32,171,131,17,40,127,25,7,7,1,1,3,8,76.77,1,4,1,14,6,8,1,21,19,13,68.42,6,5,5,1,20.0,0,0,42,22,52.38,5,37,1,4,4,1,0,6.18,4.45,4.95,5.41,7.06,5.43,0.492,2025-04-16T21:05:07.575332+00:00,691,Metro_FC_20251208101535_691,1,5.43
Lakeside Athletic,4231.353,949.939,22.45,75.7,304,181,41,123,215,26,23,7,9,9,14,24,59.56,1,8,1,8,4,4,1,5,28,16,57.14,1,4,8,1,12.5,1,0,62,28,45.16,9,53,0,3,1,0,0,6.25,6.19,5.09,5.33,7.66,6.01,0.557,2025-07-02T17:26:54.576332+00:00,448,Lakeside_Athletic_20251208101535_448,1,6.01
Garden State FC,3508.508,957.121,27.28,71.22,234,194,12,40,152,16,3,8,7,7,41,3,82.81,1,7,1,7,2,5,0,8,12,5,41.67,7,6,4,1,25.0,0,0,42,18,42.86,15,27,0,1,4,0,0,5.84,5.33,5.21,3.59,8.18,5.49,0.499,2025-06-21T07:17:33.576332+00:00,39,Garden_State_FC_20251208101535_39,1,5.49
Dominion Athletic,1816.508,176.201,9.7,36.46,158,111,7,47,102,3,2,4,6,22,20,1,70.31,0,4,0,5,1,4,0,5,9,6,66.67,26,5,14,4,28.57,2,0,19,6,31.58,6,13,0,0,14,2,0,5.78,5.09,5.48,4.55,5.48,5.32,0.48,2025-04-28T08:40:09.576332+00:00,680,Dominion_Athletic_20251208101535_680,1,5.32
Silverlake City,2415.289,404.078,16.73,46.06,181,169,6,12,113,21,5,12,0,15,15,3,93.21,1,5,1,6,2,4,1,3,12,8,66.67,4,1,9,2,22.22,3,0,41,20,48.78,24,17,1,3,9,1,0,5.68,6.16,5.71,4.8,6.72,5.8,0.533,2025-05-31T02:05:05.576332+00:00,374,Silverlake_City_20251208101535_374,1,5.8
2 Worlds FC,5016.812,1412.734,28.16,88.57,271,221,18,50,184,22,28,7,3,11,16,10,81.45,1,6,1,13,7,6,0,13,29,20,68.97,2,1,0,0,0.0,2,2,29,15,51.72,11,18,2,3,1,0,0,6.82,5.81,5.83,3.63,7.42,5.95,0.55,2025-03-23T14:05:02.576332+00:00,327,2_Worlds_FC_20251208101535_327,1,5.95
2 Worlds FC,2727.509,553.412,20.29,52.51,168,123,13,45,118,19,9,10,7,3,2,14,73.46,0,3,0,8,2,6,0,7,17,12,70.59,10,6,13,5,38.46,2,0,37,21,56.76,5,32,2,2,5,2,0,5.26,6.08,4.85,4.02,5.35,5.24,0.471,2025-05-24T21:54:57.576332+00:00,400,2_Worlds_FC_20251208101535_400,1,5.24
Eastview Rangers,3143.232,389.446,12.39,57.59,254,190,28,64,191,16,16,11,5,6,8,25,74.65,0,7,0,5,2,3,0,7,8,3,37.5,10,5,7,1,14.29,0,0,31,17,54.84,12,19,0,1,5,0,0,6.59,5.39,5.59,4.86,7.86,5.94,0.549,2025-06-01T20:42:55.576332+00:00,509,Eastview_Rangers_20251208101535_509,1,5.94
Garden State FC,2887.756,693.639,24.02,55.78,199,129,27,70,147,19,13,10,6,2,2,18,64.9,1,5,1,10,3,7,0,11,7,1,14.29,12,0,16,4,25.0,1,0,38,24,63.16,18,20,1,2,5,1,0,6.26,4.67,4.7,4.73,6.2,5.28,0.476,2025-03-01T05:32:06.576332+00:00,782,Garden_State_FC_20251208101535_782,1,5.28
Lakeside Athletic,2260.594,785.33,34.74,44.09,120,82,21,38,84,13,5,7,2,2,8,12,68.24,0,4,0,6,2,4,1,10,10,6,60.0,13,5,20,2,10.0,4,0,21,14,66.67,4,17,0,2,11,0,0,5.75,6.53,5.25,4.48,6.96,5.81,0.534,2025-02-23T08:45:36.577332+00:00,68,Lakeside_Athletic_20251208101535_68,1,5.81
2 Worlds FC,3562.754,898.883,25.23,66.49,165,131,11,34,102,21,1,5,1,27,6,1,79.64,1,4,1,7,3,4,0,6,10,7,70.0,6,0,9,2,22.22,0,1,50,26,52.0,19,31,2,2,2,1,0,6.16,4.92,5.09,5.34,6.34,5.5,0.5,2025-03-27T15:31:09.577332+00:00,84,2_Worlds_FC_20251208101535_84,1,5.5
Millennium Rovers,3866.793,716.517,18.53,68.81,231,173,15,58,179,24,21,11,6,0,0,8,74.74,1,7,1,11,4,7,1,14,16,7,43.75,4,3,8,1,12.5,1,1,29,14,48.28,11,18,2,5,3,0,0,6.58,5.51,5.29,5.38,7.65,5.96,0.551,2025-04-09T15:21:06.577332+00:00,511,Millennium_Rovers_20251208101535_511,1,5.96
Millennium Rovers,1988.424,318.943,16.04,38.66,117,83,13,34,100,11,5,6,4,0,0,8,71.06,0,2,0,4,1,3,0,3,13,8,61.54,21,6,14,2,14.29,2,1,30,11,36.67,3,27,1,2,18,1,0,5.5,6.51,4.96,5.25,6.02,5.69,0.521,2025-04-11T07:59:32.577332+00:00,153,Millennium_Rovers_20251208101535_153,1,5.69
Highland Wanderers,3076.901,512.304,16.65,61.06,224,157,14,67,159,32,24,4,8,0,0,4,69.88,1,11,1,7,2,5,0,10,17,11,64.71,14,4,12,4,33.33,1,2,22,9,40.91,12,10,1,4,4,0,0,6.71,6.39,4.97,4.41,7.96,6.08,0.564,2025-08-26T14:39:03.577332+00:00,532,Highland_Wanderers_20251208101535_532,1,6.08
Summit Peak FC,2039.219,399.279,19.58,41.16,123,99,13,24,109,16,7,5,4,0,0,3,80.22,0,1,0,8,3,5,0,6,8,4,50.0,11,9,14,2,14.29,2,2,17,11,64.71,4,13,2,0,13,1,0,5.81,6.07,5.94,4.15,6.93,5.79,0.532,2025-02-03T06:21:11.577332+00:00,956,Summit_Peak_FC_20251208101535_956,1,5.79
Riverstone FC,2750.239,435.913,15.85,52.36,162,126,12,36,112,11,8,6,1,10,14,4,77.72,0,2,0,6,3,3,0,6,15,8,53.33,13,13,18,1,5.56,2,1,16,9,56.25,3,13,1,1,5,0,0,5.83,6.05,4.97,4.0,6.67,5.55,0.506,2024-12-12T22:56:15.577332+00:00,292,Riverstone_FC_20251208101535_292,1,5.55
Valley Rovers,3162.921,589.568,18.64,58.67,228,171,21,57,181,35,6,4,0,1,1,5,75.07,1,5,1,10,4,6,0,13,11,6,54.55,3,4,6,1,16.67,1,3,36,17,47.22,9,27,0,3,2,0,0,6.87,5.7,5.6,3.57,6.92,5.83,0.537,2025-08-18T13:12:15.577332+00:00,655,Valley_Rovers_20251208101535_655,1,5.83
Riverside FC,3315.422,627.941,18.94,63.44,219,165,3,54,171,32,10,6,7,0,0,27,75.16,0,5,0,5,2,3,0,6,10,7,70.0,12,10,16,3,18.75,1,1,32,6,18.75,2,30,0,0,6,0,0,6.23,6.97,5.77,4.47,7.4,6.22,0.58,2025-01-03T18:59:45.577332+00:00,47,Riverside_FC_20251208101535_47,1,6.22
2 Worlds FC,2518.329,643.433,25.55,51.51,118,96,7,22,100,14,4,5,3,0,0,15,81.49,1,2,1,9,3,6,0,7,15,11,73.33,10,9,23,7,30.43,3,0,15,3,20.0,4,11,2,2,7,0,0,6.24,5.97,5.58,3.84,7.7,5.84,0.538,2024-12-11T05:00:15.578331+00:00,247,2_Worlds_FC_20251208101535_247,1,5.84
Millennium Rovers,2050.327,305.704,14.91,41.76,132,105,9,27,93,13,10,6,4,2,4,15,79.32,1,1,1,4,2,2,0,4,6,4,66.67,23,5,25,6,24.0,2,0,20,5,25.0,4,16,0,0,9,1,0,6.07,5.47,4.93,3.79,7.24,5.47,0.497,2025-04-14T06:40:11.578331+00:00,937,Millennium_Rovers_20251208101535_937,1,5.47
Prime City Athletic,3326.782,233.207,7.01,64.22,195,164,6,31,142,24,9,15,0,2,3,20,84.22,1,6,1,11,3,8,1,11,9,4,44.44,10,8,11,4,36.36,0,0,25,14,56.0,7,18,2,0,3,0,0,6.41,5.57,5.19,4.43,7.11,5.72,0.524,2025-01-25T11:02:27.578331+00:00,780,Prime_City_Athletic_20251208101535_780,1,5.72
Prime City Athletic,2618.571,841.085,32.12,49.58,202,164,12,38,147,17,27,13,5,0,0,3,81.41,1,3,1,8,3,5,1,11,14,6,42.86,13,8,10,2,20.0,0,0,25,12,48.0,4,21,2,2,6,1,0,6.71,4.98,5.6,4.62,6.46,5.69,0.521,2025-03-13T08:42:38.578331+00:00,676,Prime_City_Athletic_20251208101535_676,1,5.69
Redwood Borough,3476.771,516.648,14.86,64.99,280,220,29,60,194,20,2,6,10,34,14,30,78.57,1,1,2,12,6,6,0,12,10,4,40.0,2,7,8,1,12.5,3,3,38,20,52.63,13,25,0,2,0,0,0,5.68,5.05,4.96,4.68,7.13,5.36,0.484,2025-09-03T12:55:44.578331+00:00,217,Redwood_Borough_20251208101535_217,1,5.36
Twin Oak Rangers,2552.992,518.513,20.31,46.19,207,179,9,28,155,10,18,9,8,3,5,19,86.63,0,4,0,7,2,5,1,9,12,5,41.67,7,8,0,0,0.0,2,0,0,0,27.07,0,0,2,2,4,0,0,6.17,6.06,5.77,3.68,8.17,5.91,0.546,2025-06-07T01:05:45.578331+00:00,88,Twin_Oak_Rangers_20251208101535_88,1,5.91
Ironforge FC,1941.679,279.796,14.41,38.61,153,96,24,57,121,14,2,1,2,8,6,17,62.56,1,7,1,5,1,4,1,6,6,4,66.67,4,8,13,4,30.77,2,1,26,10,38.46,5,21,0,0,12,1,0,5.46,5.12,4.94,3.43,6.72,5.1,0.456,2025-03-28T05:11:33.578331+00:00,739,Ironforge_FC_20251208101535_739,1,5.1
Crestfall Town,1939.409,518.792,26.75,38.19,134,134,0,0,105,8,4,0,1,9,7,7,99.75,1,4,1,4,1,3,0,3,6,3,50.0,7,4,6,2,33.33,2,0,23,13,56.52,6,17,0,1,5,0,0,6.13,5.09,5.47,5.09,7.49,5.7,0.522,2025-07-09T19:06:53.578331+00:00,248,Crestfall_Town_20251208101535_248,1,5.7
Lakeside Athletic,3070.769,328.879,10.71,59.5,202,165,17,37,131,19,18,10,3,10,12,28,81.71,1,2,1,8,4,4,1,12,9,6,66.67,1,6,7,1,14.29,1,1,0,0,29.86,0,0,2,2,4,2,0,5.18,4.82,5.05,4.04,5.76,4.95,0.439,2024-12-29T16:26:18.578331+00:00,119,Lakeside_Athletic_20251208101535_119,1,4.95
Blue Ridge FC,3008.095,390.451,12.98,55.58,158,129,11,29,108,21,2,7,0,8,12,21,81.93,1,3,1,9,4,5,1,13,17,11,64.71,13,4,3,1,33.33,1,1,22,14,63.64,9,13,1,4,5,1,0,4.78,5.86,4.58,3.38,6.99,5.07,0.452,2025-04-02T04:10:13.579331+00:00,990,Blue_Ridge_FC_20251208101535_990,1,5.07
Lakeside Athletic,3574.566,879.701,24.61,69.92,265,232,13,33,202,37,13,0,3,5,6,35,87.66,0,7,0,7,3,4,0,7,20,8,40.0,3,11,4,1,25.0,1,2,32,17,53.12,17,15,0,2,3,0,0,6.06,5.75,6.0,4.64,7.31,5.89,0.543,2025-03-08T04:07:46.579331+00:00,579,Lakeside_Athletic_20251208101535_579,1,5.89
Hillcrest Athletic,2958.287,126.615,4.28,57.86,120,85,7,35,85,13,4,4,0,8,6,11,70.63,1,2,1,8,3,5,0,10,19,9,47.37,5,10,13,3,23.08,0,0,38,16,42.11,4,34,1,3,1,2,0,6.9,4.61,4.59,4.73,5.31,5.33,0.481,2025-05-03T02:32:48.579331+00:00,721,Hillcrest_Athletic_20251208101535_721,1,5.33
Pioneer Ville FC,2435.525,678.537,27.86,45.67,233,186,20,47,177,4,12,6,0,8,26,40,80.0,1,7,1,8,4,4,0,13,17,7,41.18,14,8,18,5,27.78,1,0,10,5,50.0,1,9,1,2,7,1,0,5.65,6.38,5.45,4.5,7.18,5.81,0.534,2024-12-18T05:26:51.579331+00:00,275,Pioneer_Ville_FC_20251208101535_275,1,5.81
Prime City Athletic,3356.363,1149.89,34.26,66.36,283,249,14,34,217,25,22,13,0,2,4,9,87.95,0,0,1,8,3,5,0,10,9,6,66.67,14,5,9,2,22.22,0,1,31,21,67.74,9,22,2,2,3,0,0,5.9,5.39,6.02,4.27,7.34,5.7,0.522,2025-05-21T23:29:58.579331+00:00,73,Prime_City_Athletic_20251208101535_73,1,5.7
Metro FC,3908.581,394.376,10.09,73.92,327,227,23,100,209,24,45,7,10,14,19,37,69.55,1,10,1,13,5,8,0,14,19,11,57.89,6,1,3,0,0.0,0,3,47,21,44.68,10,37,1,6,4,2,0,5.77,6.0,5.99,3.71,6.27,5.64,0.516,2025-08-08T08:09:06.579331+00:00,803,Metro_FC_20251208101535_803,1,5.64
Ironforge FC,3253.855,983.315,30.22,57.5,292,211,38,81,222,25,10,12,6,10,6,24,72.14,1,3,1,9,3,6,0,13,23,12,52.17,10,3,7,2,28.57,1,0,58,35,60.34,19,39,2,3,0,0,0,5.89,5.8,6.5,4.92,7.51,6.01,0.557,2025-06-04T20:18:58.579331+00:00,89,Ironforge_FC_20251208101535_89,1,6.01
Northbridge FC,3816.972,587.05,15.38,71.51,282,240,17,42,186,33,2,13,5,22,21,13,85.19,1,4,1,9,4,5,0,11,19,9,47.37,5,3,7,2,28.57,0,1,41,13,31.71,12,29,2,6,4,0,1,5.79,4.84,5.93,5.37,6.2,5.53,0.503,2025-12-07T10:19:41.579331+00:00,184,Northbridge_FC_20251208101535_184,1,5.53
Twin Oak Rangers,1619.074,325.11,20.08,29.45,134,111,6,23,95,27,4,5,4,0,0,12,82.96,0,3,0,5,2,3,0,4,9,7,77.78,16,11,18,6,33.33,0,1,11,7,63.64,3,8,2,2,13,1,0,5.48,6.18,5.18,3.86,7.13,5.55,0.506,2025-04-20T23:02:05.580333+00:00,870,Twin_Oak_Rangers_20251208101535_870,1,5.55
Millennium Rovers,2953.396,567.347,19.21,53.14,212,169,12,43,143,18,13,4,2,3,29,15,79.63,1,4,1,11,5,6,2,14,21,15,71.43,9,6,10,2,20.0,2,1,0,0,72.95,1,-1,1,3,7,1,0,6.39,6.57,5.25,3.34,7.29,5.88,0.542,2025-11-13T04:08:37.580333+00:00,272,Millennium_Rovers_20251208101535_272,1,5.88
Frontier Rovers,3896.17,796.767,20.45,69.95,258,202,25,56,174,27,18,6,16,11,6,24,78.19,1,7,1,7,3,4,1,8,9,4,44.44,2,5,0,0,0.0,0,0,54,24,44.44,11,43,1,2,4,1,0,5.47,5.13,6.17,4.74,5.03,5.37,0.486,2025-09-18T06:36:51.580333+00:00,444,Frontier_Rovers_20251208101535_444,1,5.37
Ironforge FC,2817.272,897.865,31.87,50.82,146,122,6,24,120,12,12,4,11,0,0,14,83.54,1,2,1,10,3,7,1,10,22,11,50.0,13,0,7,2,28.57,2,1,25,10,40.0,7,18,0,1,5,1,0,6.16,6.33,5.2,5.12,6.72,5.93,0.548,2025-03-13T20:58:29.580333+00:00,673,Ironforge_FC_20251208101535_673,1,5.93
Riverside FC,2981.547,489.868,16.43,54.52,152,114,8,38,119,25,6,1,5,0,0,13,75.1,1,2,1,10,3,7,0,14,7,4,57.14,8,4,3,1,33.33,0,1,17,12,70.59,2,15,0,4,7,1,0,6.37,6.15,4.86,5.42,6.43,5.88,0.542,2024-12-29T10:59:27.580333+00:00,383,Riverside_FC_20251208101535_383,1,5.88
Riverstone FC,3177.628,711.471,22.39,58.21,205,149,11,56,147,18,4,8,6,13,9,22,72.65,1,1,1,11,4,7,0,12,14,8,57.14,7,6,4,1,25.0,1,4,15,5,33.33,9,6,2,2,2,1,0,5.92,4.86,5.35,5.63,6.17,5.49,0.499,2025-03-07T00:36:07.580333+00:00,458,Riverstone_FC_20251208101535_458,1,5.49
Goldenfield Rovers,2949.49,941.477,31.92,58.23,218,181,13,37,148,16,16,5,11,8,14,14,83.13,1,6,1,7,3,4,1,6,10,5,50.0,7,7,6,1,16.67,2,1,27,15,55.56,8,19,0,3,6,0,0,5.58,5.23,4.64,4.7,7.12,5.32,0.48,2025-03-08T16:58:19.580333+00:00,305,Goldenfield_Rovers_20251208101535_305,1,5.32
Frontier Rovers,2647.886,760.208,28.71,50.91,177,150,11,27,112,14,0,1,9,31,11,0,84.53,1,5,1,8,3,5,1,11,15,10,66.67,6,11,11,2,18.18,0,2,13,7,53.85,3,10,1,1,6,0,0,5.42,6.06,5.18,4.33,8.05,5.66,0.518,2025-07-14T14:45:29.581339+00:00,903,Frontier_Rovers_20251208101535_903,1,5.66
