player_name,team_title,games,time,shots_on_target_against,goals_against,xG_against,post_shot_xG,saves,penalty_saved,saves_per90,shots_on_target_against_per90,goals_against_per90,save_pct,season,league
"Omitade, Edvard",Mapúa University,25,113243,1,1,93.574,38.337,0,0,0.0,0.048,0.048,0.0,2024,UAAP
"Omitade, Edvard",De La Salle University,21,95750,0,0,93.752,43.592,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Cruz, Jan",San Beda University,23,114193,0,0,94.956,37.879,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Digal, Diegocarl",University of Santo Tomas,24,132261,0,0,92.092,41.283,0,2,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Escodo, Bel",Adamson University,23,105746,2,0,99.252,33.304,2,0,0.102,0.102,0.0,100.0,2023,NCAA
"Digal, Diegocarl",Adamson University,25,125856,2,0,94.626,38.747,2,1,0.086,0.086,0.0,100.0,2023,Manila Collegiate League
"Mapula, Paul",University of the Philippines,23,116250,0,0,86.589,37.743,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Mapula, Paul",Ateneo de Manila University,22,88388,0,0,95.142,34.621,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Bacaycay, Kurt",Lyceum,22,115097,0,0,104.312,38.134,0,2,0.0,0.0,0.0,0.0,2025,Philippine College
"Fernandez, Laurence",University of Santo Tomas,23,130851,0,0,88.811,43.298,0,2,0.0,0.0,0.0,0.0,2024,Philippine College
"Reyes, Mark",Far Eastern University,22,119106,0,0,91.311,35.151,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Lopez, Ryan",Far Eastern University,22,106433,1,0,87.405,36.416,1,1,0.051,0.051,0.0,100.0,2024,Philippine College
"Fernandez, Laurence",Mapúa University,22,102801,0,0,103.248,42.757,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Fernandez, Laurence",De La Salle University,24,118397,1,0,92.165,33.873,1,1,0.046,0.046,0.0,100.0,2023,Philippine College
"Fernandez, Laurence",Adamson University,23,125248,2,0,93.919,36.425,2,1,0.086,0.086,0.0,100.0,2024,Manila Collegiate League
"Reyes, Mark",National University,23,116818,0,0,97.53,33.72,0,0,0.0,0.0,0.0,0.0,2023,NCAA
"Tabelin, Kirvy",National University,24,108559,1,0,90.059,38.473,1,0,0.05,0.05,0.0,100.0,2025,Manila Collegiate League
"Reyes, Mark",National University,25,122443,0,0,97.275,36.226,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Encaya, Pius",De La Salle University,22,96601,1,0,88.959,37.104,1,0,0.056,0.056,0.0,100.0,2023,Manila Collegiate League
"Lopez, Ryan",San Beda University,24,97631,0,0,98.08,43.145,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Cruz, Jan",Mapúa University,22,108707,0,0,89.553,32.663,0,0,0.0,0.0,0.0,0.0,2025,NCAA
"Encaya, Pius",Lyceum,21,111759,0,0,91.965,31.807,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Escodo, Bel",San Beda University,22,115952,0,0,91.608,46.396,0,2,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Perez, Angelo",San Beda University,24,126099,0,0,87.032,34.704,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Libarnes, Jaro",University of the Philippines,23,122515,2,2,90.124,38.629,0,1,0.0,0.088,0.088,0.0,2023,NCAA
"Digal, Diegocarl",De La Salle University,24,100592,0,0,88.951,32.227,0,2,0.0,0.0,0.0,0.0,2024,Philippine College
"Fernandez, Laurence",Ateneo de Manila University,25,132252,1,0,103.383,44.882,1,0,0.041,0.041,0.0,100.0,2025,NCAA
"Bacaycay, Kurt",University of Santo Tomas,22,116481,0,0,93.947,33.338,0,2,0.0,0.0,0.0,0.0,2023,UAAP
"Bacnis, Hugo",De La Salle University,23,91787,0,0,88.412,37.108,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Omitade, Edvard",University of Santo Tomas,24,116370,1,0,87.558,36.514,1,1,0.046,0.046,0.0,100.0,2023,Philippine College
"Perez, Angelo",University of Santo Tomas,23,127548,0,0,92.503,35.405,0,2,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Barro, Harvy",University of the Philippines,23,99244,0,0,87.358,31.938,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Barro, Harvy",Far Eastern University,23,106548,0,0,88.803,37.349,0,0,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Bacnis, Hugo",Far Eastern University,22,109784,2,0,100.711,43.082,2,0,0.098,0.098,0.0,100.0,2024,UAAP
"Fernandez, Laurence",University of the Philippines,23,124057,0,0,102.426,37.253,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Salingay, Sam",San Beda University,24,114522,3,0,91.258,42.924,3,1,0.141,0.141,0.0,100.0,2025,NCAA
"Perez, Angelo",Ateneo de Manila University,22,109871,0,0,98.615,36.627,0,0,0.0,0.0,0.0,0.0,2023,UAAP
"Barro, Harvy",Lyceum,22,116612,1,0,93.019,38.1,1,1,0.046,0.046,0.0,100.0,2025,Philippine College
"Bacaycay, Kurt",Lyceum,23,105164,1,0,89.432,36.122,1,0,0.051,0.051,0.0,100.0,2025,NCAA
"Digal, Diegocarl",University of the Philippines,23,112846,0,0,99.561,40.009,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Santos, Luis",National University,23,126045,0,0,89.566,30.818,0,0,0.0,0.0,0.0,0.0,2024,Philippine College
"Fernandez, Laurence",Adamson University,21,93406,0,0,92.043,39.541,0,1,0.0,0.0,0.0,0.0,2023,NCAA
"Lopez, Ryan",Far Eastern University,22,109557,0,0,88.773,37.13,0,2,0.0,0.0,0.0,0.0,2024,Philippine College
"Tabelin, Kirvy",Lyceum,22,125244,1,1,88.385,50.995,0,1,0.0,0.043,0.043,0.0,2024,Philippine College
"Omitade, Edvard",Lyceum,21,105342,1,0,87.927,35.549,1,0,0.051,0.051,0.0,100.0,2023,NCAA
"Tagara, Pedro",Adamson University,23,105294,0,0,99.956,36.073,0,2,0.0,0.0,0.0,0.0,2024,UAAP
"Cruz, Jan",San Beda University,23,119884,1,0,79.758,37.109,1,1,0.045,0.045,0.0,100.0,2024,Philippine College
"Bacaycay, Kurt",San Beda University,22,101563,0,0,94.183,37.854,0,1,0.0,0.0,0.0,0.0,2023,UAAP
"Salingay, Sam",National University,25,139728,0,0,96.865,41.711,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Digal, Diegocarl",National University,23,100011,0,0,93.432,42.956,0,2,0.0,0.0,0.0,0.0,2023,NCAA
"Libarnes, Jaro",National University,21,114722,0,0,96.112,35.958,0,0,0.0,0.0,0.0,0.0,2025,NCAA
"Reyes, Mark",Far Eastern University,22,105976,0,0,90.33,40.536,0,1,0.0,0.0,0.0,0.0,2023,UAAP
"Perez, Angelo",University of Santo Tomas,22,110172,1,1,90.567,36.953,0,0,0.0,0.049,0.049,0.0,2024,Manila Collegiate League
"Perez, Angelo",Adamson University,23,110886,0,0,93.55,42.849,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Bacnis, Hugo",Ateneo de Manila University,24,118544,2,0,100.92,40.776,2,0,0.091,0.091,0.0,100.0,2025,Manila Collegiate League
"Acebedo, James",Ateneo de Manila University,25,135115,0,0,90.12,33.425,0,0,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Libarnes, Jaro",Far Eastern University,23,114679,0,0,86.881,39.89,0,0,0.0,0.0,0.0,0.0,2023,Philippine College
"Aningalan, Jul",Far Eastern University,23,107542,0,0,97.359,38.961,0,1,0.0,0.0,0.0,0.0,2024,UAAP
"Santos, Luis",Adamson University,21,103466,0,0,86.921,39.335,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Salingay, Sam",Mapúa University,22,101430,0,0,90.146,35.723,0,0,0.0,0.0,0.0,0.0,2023,Philippine College
"Salingay, Sam",University of the Philippines,24,123339,0,0,93.331,37.36,0,0,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Mapula, Paul",Lyceum,22,119324,0,0,84.867,38.452,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Tagara, Pedro",University of the Philippines,22,100032,0,0,97.111,33.925,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Salingay, Sam",National University,22,107859,0,0,101.098,38.877,0,0,0.0,0.0,0.0,0.0,2023,UAAP
"Cruz, Jan",University of Santo Tomas,23,107576,1,0,96.336,32.69,1,0,0.05,0.05,0.0,100.0,2025,UAAP
"Barro, Harvy",De La Salle University,23,127806,0,0,99.824,42.312,0,0,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Bacnis, Hugo",University of Santo Tomas,21,96198,0,0,93.747,38.823,0,1,0.0,0.0,0.0,0.0,2025,UAAP
"Santos, Luis",University of the Philippines,22,102405,0,0,87.18,38.831,0,0,0.0,0.0,0.0,0.0,2025,Philippine College
"Aningalan, Jul",Far Eastern University,25,133782,1,1,89.942,33.057,0,1,0.0,0.04,0.04,0.0,2024,Philippine College
"Encaya, Pius",Adamson University,23,118907,0,0,92.223,37.165,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Bacnis, Hugo",University of the Philippines,24,117091,1,0,97.133,39.079,1,2,0.046,0.046,0.0,100.0,2024,Philippine College
"Bacnis, Hugo",Ateneo de Manila University,22,101520,0,0,94.741,38.122,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Lopez, Ryan",University of the Philippines,21,96169,0,0,95.156,33.541,0,0,0.0,0.0,0.0,0.0,2023,NCAA
"Encaya, Pius",Mapúa University,26,142397,1,1,96.889,39.15,0,1,0.0,0.038,0.038,0.0,2024,NCAA
"Mapula, Paul",De La Salle University,24,124536,0,0,89.433,39.094,0,1,0.0,0.0,0.0,0.0,2024,Philippine College
"Libarnes, Jaro",Lyceum,22,88521,1,1,95.634,33.77,0,1,0.0,0.061,0.061,0.0,2023,UAAP
"Perez, Angelo",National University,23,117378,1,1,87.289,35.268,0,1,0.0,0.046,0.046,0.0,2023,Philippine College
"Salingay, Sam",National University,24,128994,1,1,88.215,38.705,0,2,0.0,0.042,0.042,0.0,2025,Manila Collegiate League
"Fernandez, Laurence",Adamson University,21,110624,0,0,92.088,40.809,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Perez, Angelo",Ateneo de Manila University,26,131434,0,0,85.104,33.75,0,0,0.0,0.0,0.0,0.0,2023,Philippine College
"Cruz, Jan",Mapúa University,21,111492,1,0,94.954,37.484,1,0,0.048,0.048,0.0,100.0,2024,Philippine College
"Digal, Diegocarl",Lyceum,24,123665,1,1,90.08,36.451,0,0,0.0,0.044,0.044,0.0,2025,NCAA
"Omitade, Edvard",Lyceum,25,102844,1,0,92.966,37.428,1,2,0.053,0.053,0.0,100.0,2023,Manila Collegiate League
"Omitade, Edvard",San Beda University,22,106245,0,0,94.078,41.1,0,1,0.0,0.0,0.0,0.0,2023,UAAP
"Acebedo, James",Ateneo de Manila University,24,123871,0,0,95.863,40.541,0,1,0.0,0.0,0.0,0.0,2023,Philippine College
"Santos, Luis",Ateneo de Manila University,25,129859,1,0,90.326,35.959,1,1,0.042,0.042,0.0,100.0,2023,NCAA
"Bacnis, Hugo",Adamson University,23,109091,0,0,91.292,34.461,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Acebedo, James",Lyceum,23,118798,2,0,85.729,37.622,2,0,0.091,0.091,0.0,100.0,2023,Philippine College
"Perez, Angelo",Adamson University,22,116684,0,0,94.266,36.798,0,0,0.0,0.0,0.0,0.0,2023,NCAA
"Mapula, Paul",National University,23,103553,0,0,88.928,38.581,0,0,0.0,0.0,0.0,0.0,2023,UAAP
"Tabelin, Kirvy",De La Salle University,24,101193,2,1,93.902,42.646,1,1,0.053,0.107,0.053,50.0,2025,Manila Collegiate League
"Salingay, Sam",University of Santo Tomas,23,113760,0,0,89.363,40.111,0,2,0.0,0.0,0.0,0.0,2023,UAAP
"Tagara, Pedro",De La Salle University,23,117527,0,0,92.004,36.264,0,0,0.0,0.0,0.0,0.0,2023,Philippine College
"Lopez, Ryan",Lyceum,22,115558,0,0,95.071,35.311,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Omitade, Edvard",Lyceum,22,107925,0,0,94.559,36.849,0,1,0.0,0.0,0.0,0.0,2023,UAAP
"Santos, Luis",Lyceum,21,93971,0,0,84.023,32.075,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Fernandez, Laurence",University of Santo Tomas,20,98244,0,0,100.584,29.685,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Aningalan, Jul",University of the Philippines,24,128591,0,0,90.805,41.022,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Tabelin, Kirvy",Lyceum,23,114644,0,0,92.515,33.075,0,2,0.0,0.0,0.0,0.0,2023,UAAP
"Tabelin, Kirvy",Ateneo de Manila University,22,114153,0,0,87.91,41.786,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Barro, Harvy",Far Eastern University,22,102696,1,1,108.799,34.195,0,0,0.0,0.053,0.053,0.0,2025,Manila Collegiate League
"Bacaycay, Kurt",Mapúa University,23,109767,0,0,104.726,35.586,0,0,0.0,0.0,0.0,0.0,2024,Philippine College
"Encaya, Pius",De La Salle University,23,109989,0,0,94.607,37.411,0,1,0.0,0.0,0.0,0.0,2023,UAAP
"Encaya, Pius",Lyceum,25,131895,2,0,85.195,39.924,2,1,0.082,0.082,0.0,100.0,2024,NCAA
"Bacaycay, Kurt",University of Santo Tomas,25,120652,0,0,93.987,40.588,0,2,0.0,0.0,0.0,0.0,2025,NCAA
"Fernandez, Laurence",University of Santo Tomas,23,106617,0,0,97.515,44.265,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Santos, Luis",De La Salle University,22,95740,0,0,98.819,32.502,0,0,0.0,0.0,0.0,0.0,2024,Philippine College
"Omitade, Edvard",National University,25,124924,0,0,89.042,44.013,0,2,0.0,0.0,0.0,0.0,2025,NCAA
"Bacaycay, Kurt",San Beda University,23,131100,0,0,101.759,35.273,0,1,0.0,0.0,0.0,0.0,2024,UAAP
"Encaya, Pius",San Beda University,21,101946,0,0,88.729,39.451,0,0,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Omitade, Edvard",University of the Philippines,24,122661,0,0,86.352,41.01,0,0,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Perez, Angelo",Lyceum,23,105842,0,0,89.831,41.268,0,0,0.0,0.0,0.0,0.0,2025,Philippine College
"Lopez, Ryan",Adamson University,22,107138,1,0,94.904,34.05,1,2,0.05,0.05,0.0,100.0,2023,Philippine College
"Aningalan, Jul",Adamson University,23,113028,0,0,95.072,37.16,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Lopez, Ryan",University of Santo Tomas,22,114003,0,0,88.387,29.154,0,1,0.0,0.0,0.0,0.0,2023,Philippine College
"Encaya, Pius",Ateneo de Manila University,23,118566,0,0,84.21,36.859,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Acebedo, James",Mapúa University,25,125961,0,0,100.171,39.541,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Bacaycay, Kurt",Adamson University,25,130018,0,0,92.739,30.212,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Reyes, Mark",Far Eastern University,24,123664,1,0,92.812,39.321,1,0,0.044,0.044,0.0,100.0,2023,Manila Collegiate League
"Santos, Luis",Adamson University,22,106852,0,0,90.458,40.814,0,0,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Aningalan, Jul",Ateneo de Manila University,22,119016,0,0,97.635,41.738,0,0,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Barro, Harvy",University of the Philippines,23,100054,2,1,94.186,34.891,1,0,0.054,0.108,0.054,50.0,2025,UAAP
"Bacnis, Hugo",Ateneo de Manila University,22,106771,0,0,99.418,41.731,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Cruz, Jan",Ateneo de Manila University,23,111521,0,0,88.982,40.356,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Encaya, Pius",Ateneo de Manila University,24,112505,1,1,95.961,35.552,0,0,0.0,0.048,0.048,0.0,2024,NCAA
"Cruz, Jan",Far Eastern University,23,108653,0,0,87.308,36.298,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Fernandez, Laurence",De La Salle University,24,119885,0,0,87.534,36.536,0,1,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Perez, Angelo",Mapúa University,24,119583,0,0,92.481,33.096,0,0,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Tagara, Pedro",De La Salle University,23,108834,0,0,96.409,34.415,0,0,0.0,0.0,0.0,0.0,2025,NCAA
"Libarnes, Jaro",University of Santo Tomas,24,121800,0,0,89.195,40.12,0,1,0.0,0.0,0.0,0.0,2025,UAAP
"Cruz, Jan",Ateneo de Manila University,22,102545,1,1,97.109,36.241,0,0,0.0,0.053,0.053,0.0,2025,NCAA
"Mapula, Paul",Ateneo de Manila University,23,104934,0,0,96.985,33.204,0,0,0.0,0.0,0.0,0.0,2023,UAAP
"Salingay, Sam",Far Eastern University,24,105715,0,0,98.326,39.415,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Santos, Luis",De La Salle University,23,111530,0,0,93.258,35.006,0,1,0.0,0.0,0.0,0.0,2024,UAAP
"Tabelin, Kirvy",University of the Philippines,23,119372,1,0,88.808,41.223,1,0,0.045,0.045,0.0,100.0,2024,Philippine College
"Escodo, Bel",University of Santo Tomas,25,124957,1,1,93.507,40.984,0,1,0.0,0.043,0.043,0.0,2025,UAAP
"Barro, Harvy",Adamson University,24,116830,0,0,83.959,38.279,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Cruz, Jan",San Beda University,22,112376,1,0,97.193,39.123,1,0,0.048,0.048,0.0,100.0,2023,Manila Collegiate League
"Cruz, Jan",University of the Philippines,24,122642,0,0,100.695,37.693,0,2,0.0,0.0,0.0,0.0,2024,UAAP
"Acebedo, James",University of Santo Tomas,25,123187,0,0,93.324,39.848,0,0,0.0,0.0,0.0,0.0,2024,UAAP
"Tabelin, Kirvy",National University,24,132790,1,1,91.687,41.182,0,1,0.0,0.041,0.041,0.0,2025,Manila Collegiate League
"Lopez, Ryan",University of Santo Tomas,22,106525,0,0,89.53,33.607,0,2,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Lopez, Ryan",Far Eastern University,22,104681,0,0,90.676,36.877,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Reyes, Mark",Lyceum,23,115843,0,0,90.439,39.403,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Bacaycay, Kurt",De La Salle University,21,110290,2,0,93.491,36.818,2,0,0.098,0.098,0.0,100.0,2024,NCAA
"Tabelin, Kirvy",National University,24,116002,1,1,91.392,34.435,0,1,0.0,0.047,0.047,0.0,2025,Manila Collegiate League
"Omitade, Edvard",Lyceum,24,116229,0,0,101.631,37.391,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Perez, Angelo",University of Santo Tomas,21,86928,0,0,89.844,34.183,0,1,0.0,0.0,0.0,0.0,2024,UAAP
"Acebedo, James",University of Santo Tomas,26,134016,2,1,89.314,33.297,1,0,0.04,0.081,0.04,50.0,2023,UAAP
"Omitade, Edvard",Mapúa University,25,131096,1,0,91.829,36.001,1,1,0.041,0.041,0.0,100.0,2025,UAAP
"Libarnes, Jaro",San Beda University,22,116080,0,0,106.249,35.944,0,1,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Perez, Angelo",National University,24,118344,0,0,95.235,38.639,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Libarnes, Jaro",Mapúa University,24,115300,0,0,107.678,32.332,0,1,0.0,0.0,0.0,0.0,2025,Philippine College
"Salingay, Sam",San Beda University,24,114333,0,0,93.231,42.359,0,0,0.0,0.0,0.0,0.0,2023,UAAP
"Perez, Angelo",De La Salle University,23,128067,0,0,89.193,33.64,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Salingay, Sam",Lyceum,23,120517,2,1,88.354,36.587,1,0,0.045,0.09,0.045,50.0,2025,NCAA
"Digal, Diegocarl",De La Salle University,23,118755,0,0,93.914,29.49,0,1,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Mapula, Paul",Far Eastern University,25,121865,0,0,96.351,34.672,0,1,0.0,0.0,0.0,0.0,2025,UAAP
"Salingay, Sam",Ateneo de Manila University,22,112377,1,0,80.159,40.937,1,1,0.048,0.048,0.0,100.0,2025,UAAP
"Perez, Angelo",Mapúa University,24,119051,0,0,88.974,33.876,0,0,0.0,0.0,0.0,0.0,2025,NCAA
"Tagara, Pedro",Ateneo de Manila University,24,122197,0,0,96.097,40.537,0,0,0.0,0.0,0.0,0.0,2025,Philippine College
"Fernandez, Laurence",Lyceum,23,120397,0,0,94.493,34.218,0,1,0.0,0.0,0.0,0.0,2024,Philippine College
"Cruz, Jan",National University,23,104963,1,0,92.384,37.554,1,0,0.051,0.051,0.0,100.0,2025,UAAP
"Aningalan, Jul",Ateneo de Manila University,23,111955,1,1,98.683,36.897,0,3,0.0,0.048,0.048,0.0,2024,Philippine College
"Tagara, Pedro",Adamson University,22,116691,0,0,91.174,35.429,0,1,0.0,0.0,0.0,0.0,2024,Manila Collegiate League
"Reyes, Mark",De La Salle University,24,125455,0,0,92.937,37.351,0,1,0.0,0.0,0.0,0.0,2025,NCAA
"Acebedo, James",University of the Philippines,22,113474,1,0,100.111,42.14,1,1,0.048,0.048,0.0,100.0,2023,Manila Collegiate League
"Mapula, Paul",University of the Philippines,24,119899,0,0,89.433,43.454,0,0,0.0,0.0,0.0,0.0,2023,Philippine College
"Acebedo, James",National University,23,98841,2,2,94.676,45.698,0,1,0.0,0.109,0.109,0.0,2023,NCAA
"Tabelin, Kirvy",University of the Philippines,22,117814,0,0,95.581,33.723,0,0,0.0,0.0,0.0,0.0,2024,NCAA
"Escodo, Bel",Adamson University,24,120385,0,0,86.497,37.235,0,1,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Escodo, Bel",Mapúa University,24,122351,0,0,85.463,41.864,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Bacaycay, Kurt",Mapúa University,22,112159,0,0,89.353,39.081,0,2,0.0,0.0,0.0,0.0,2025,NCAA
"Aningalan, Jul",Far Eastern University,23,116907,0,0,86.144,34.374,0,0,0.0,0.0,0.0,0.0,2024,Philippine College
"Tabelin, Kirvy",Far Eastern University,26,118709,3,3,90.18,38.39,0,1,0.0,0.136,0.136,0.0,2023,NCAA
"Libarnes, Jaro",Mapúa University,23,105675,1,0,96.46,34.017,1,0,0.051,0.051,0.0,100.0,2024,UAAP
"Digal, Diegocarl",National University,22,114183,0,0,95.854,40.179,0,1,0.0,0.0,0.0,0.0,2024,NCAA
"Bacaycay, Kurt",Far Eastern University,22,104516,1,1,88.871,35.092,0,1,0.0,0.052,0.052,0.0,2023,NCAA
"Omitade, Edvard",National University,21,106312,0,0,90.781,37.416,0,2,0.0,0.0,0.0,0.0,2025,Manila Collegiate League
"Aningalan, Jul",Mapúa University,21,113890,0,0,88.831,39.425,0,1,0.0,0.0,0.0,0.0,2023,Philippine College
"Encaya, Pius",San Beda University,22,116094,0,0,88.254,38.47,0,1,0.0,0.0,0.0,0.0,2023,Manila Collegiate League
"Mapula, Paul",San Beda University,23,106524,0,0,93.539,30.639,0,1,0.0,0.0,0.0,0.0,2025,UAAP
"Escodo, Bel",Ateneo de Manila University,23,124656,0,0,94.169,36.706,0,1,0.0,0.0,0.0,0.0,2023,NCAA
"Libarnes, Jaro",University of the Philippines,23,103853,0,0,91.569,34.874,0,1,0.0,0.0,0.0,0.0,2024,Philippine College
"Aningalan, Jul",San Beda University,25,131633,0,0,106.151,36.728,0,2,0.0,0.0,0.0,0.0,2025,NCAA
"Libarnes, Jaro",University of the Philippines,21,101050,2,0,90.16,33.179,2,0,0.107,0.107,0.0,100.0,2025,Manila Collegiate League
