team_name,possession__your_possession_time_seconds,possession__attacking_third_possession_seconds,possession__attacking_third_possession_pct_of_team,possession__possession_pct,distribution__passes,distribution__successful_passes,distribution__intercepted_passes,distribution__unsuccessful_passes,distribution__short_passes,distribution__long_passes,distribution__crosses,distribution__through_passes,distribution__header_passes,distribution__forward_passes,distribution__lateral_passes,distribution__back_passes,distribution__passing_accuracy_pct,distribution__assists,distribution__key_passes,attack__goals,attack__shots,attack__shots_on_target,attack__shots_off_target,attack__blocked_shots,attack__shot_creating_actions,defense__tackles,defense__successful_tackles,defense__tackles_success_rate_pct,defense__clearances,defense__interceptions,defense__recoveries,defense__recoveries_attacking_third,defense__recoveries_attacking_third_pct,defense__blocks,defense__saves,general__duels,general__duels_won,general__duels_success_rate_pct,general__aerial_duels,general__ground_duels,general__offsides,general__corner_awarded,discipline__fouls_conceded,discipline__yellow_cards,discipline__red_cards,match_rating_attack,match_rating_defense,match_rating_distribution,match_rating_general,match_rating_discipline,overall_rating,outcome_score,added_at,match_number,match_id,is_synthetic,match_rating_overall
San Beda,1372.8016897916534,163.02203356678535,10.0,69.80850420727735,153,290,23,24,226,28,8.662576678947925,11,1,152,21,93,62.38592683470557,3.806515501391544,3,2,19,9,5,6,27.707406599486752,7,4,77.0,5,2,23.65681505663239,1.226317020004362,6.242882360413445,1.8191911585023963,4,31,17,63.0,6,18,2.5008590841884217,4.811102963372727,19,1,0,49.78,56.68,59.52,84.83,75.39,8.227881894603083,0.3134757123266679,2025-11-16T19:06:26.011488+00:00,22,San_Beda_20251117030626_22,1,62.7
San Beda,1144.6302879419254,197.98086172794729,11.933518609610047,35.055297923785865,272,249,26,22,185,28,5.535973341227754,27,1,183,10,81,68.87702350913699,3.071652525183316,3,4,13,4,5,5,30.280385500939182,7,6,53.0,7,5,17.65269583131907,1.5505656162413892,4.734841824368885,2.074009103382945,4,43,18,30.0,4,16,1.945186228064657,3.695479642279791,15,0,0,63.45,47.75,70.72,74.09,80.83,4.965617950339578,0.9317221371801016,2025-11-16T19:06:26.011679+00:00,23,San_Beda_20251117030626_23,1,71.52
San Beda,1383.4956117500224,88.17494386144716,11.741128431727304,54.66478009242933,347,257,28,22,250,16,6.1671046689903495,22,1,131,27,92,86.12167331369028,3.246199623552973,3,3,11,5,5,4,42.59926206397241,9,5,62.0,5,3,24.202724130614577,1.1286092113733812,4.491713032135362,0.4795905000015912,6,30,15,55.0,10,16,2.001136065475006,4.173457351563624,17,1,1,59.05,47.74,80.33,90.85,66.82,3.881414739582784,1.1120380237157124,2025-11-16T19:06:26.011863+00:00,24,San_Beda_20251117030626_24,1,71.71
San Beda,879.8461560152585,186.41830657620784,10.0,42.83702198403961,383,188,23,25,122,23,7.3377088971230515,27,0,133,20,60,98.8394949765703,3.6110057924922017,3,4,20,6,6,5,22.24045824269941,6,4,53.0,5,3,18.125142996974503,1.5881803328416733,6.283723377989391,1.851921584852528,6,36,13,40.0,5,13,4.167860178886508,5.601355882776929,16,0,1,57.37,42.95,95.0,75.85,64.79,6.939119712891873,0.3722484733516447,2025-11-16T19:06:26.012047+00:00,25,San_Beda_20251117030626_25,1,68.28
San Beda,1135.20332006458,162.15531645508958,11.595821631996504,40.77093565826651,230,241,25,27,238,29,8.06485386246209,16,2,192,15,79,103.69097299738942,2.751783092748333,3,4,18,7,6,7,23.032200451829173,8,6,49.0,5,2,18.930616849512965,1.2764280256027738,5.088348941979059,2.556973559007925,6,35,16,42.0,7,15,1.682132892918753,5.00485495668906,14,2,1,57.95,55.58,95.0,79.71,67.99,7.866652624114841,0.8019407526127864,2025-11-16T19:06:26.012230+00:00,26,San_Beda_20251117030626_26,1,73.97
San Beda,1794.4407085016746,115.898319064393,14.02488764630344,64.62992587426628,287,303,27,20,236,20,6.758464187555344,28,0,191,30,59,104.49595353523794,3.246343655698879,3,3,21,6,5,6,34.40069478991309,9,4,50.0,6,4,15.495900015718735,2.008368662791689,4.776484826245393,1.934766804239645,8,21,26,57.0,9,14,4.384718894624713,5.325316222258884,11,1,2,50.0,53.37,95.0,95.0,68.28,6.656284316962109,0.0,2025-11-16T19:06:26.012416+00:00,27,San_Beda_20251117030626_27,1,69.77
San Beda,1607.2639030758985,112.94022509581454,13.09995605101025,48.1857238373303,239,240,26,19,231,18,4.694812660454929,30,1,117,30,59,93.20138650535314,2.2704074389331232,4,4,16,6,7,6,35.22680513115482,8,3,58.0,6,2,24.937036879749904,0.7617623289294057,4.533931932882943,1.5340153574722553,10,19,14,46.0,6,14,3.3326558059059788,5.501576253536972,14,1,2,65.36,49.53,91.67,95.0,68.32,8.173240485187213,0.4303030998597026,2025-11-16T19:06:26.012684+00:00,28,San_Beda_20251117030626_28,1,68.83
San Beda,1917.1113460826705,163.99361158315335,11.002479548027726,64.61127844782827,254,233,17,31,265,33,6.257124725784939,20,0,161,26,68,107.8149710241568,4.163616633496632,3,5,13,6,6,3,23.79606397114616,8,4,80.0,6,3,21.82436448799609,0.8206372123268597,4.006864681488455,1.9314785768435296,4,32,15,45.0,11,16,2.5794844206626824,5.556516030870151,13,1,0,56.04,53.95,95.0,88.91,73.96,5.934636990292068,0.1810157976344231,2025-11-16T19:06:26.012932+00:00,29,San_Beda_20251117030626_29,1,69.51
San Beda,1692.0161007278991,182.2253097755883,10.0,45.75367281258185,273,185,27,20,210,29,5.438195673276601,23,1,205,26,80,107.50712773056269,2.202883886519713,4,3,20,9,7,6,34.99055001075002,4,5,59.0,4,3,15.375964012621685,0.7168143952273418,4.798931800888044,2.5246055697666545,5,25,24,54.0,6,15,3.858209182428325,6.885139839586719,20,1,1,57.82,56.83,95.0,95.0,64.12,5.952092904184887,0.3057157039721858,2025-11-16T19:06:26.013136+00:00,30,San_Beda_20251117030626_30,1,71.85
San Beda,1332.4389443536616,144.88942839512282,10.0,65.93019395020835,313,219,20,20,216,25,8.156112611423055,18,0,135,25,87,68.53793092606163,2.55219852748758,4,4,16,7,8,5,27.051260047068443,9,5,63.0,5,3,17.114532059742054,1.3311278582731407,4.957824326621369,2.524063833459809,5,24,16,58.0,8,19,3.110747537014597,5.131100719589772,15,2,0,45.86,43.81,61.57,88.94,72.59,7.547503495473719,0.343876318516318,2025-11-16T19:06:26.013335+00:00,31,San_Beda_20251117030626_31,1,59.22
San Beda,1365.861388703191,193.8560175446501,10.63721572834106,52.682930544743726,346,249,22,21,212,27,9.765794183800326,18,0,135,14,66,81.53824754041884,2.18568960960899,4,6,21,6,7,5,35.13675965026736,7,6,73.0,4,3,25.18516163961401,0.5520862648126859,6.771875942714923,1.673112008028933,7,32,15,48.0,6,11,2.6698969526053467,3.1020237521695284,12,1,2,59.5,59.15,81.53,84.6,67.64,6.262727640944052,1.225099844296477,2025-11-16T19:06:26.013542+00:00,32,San_Beda_20251117030626_32,1,72.33
San Beda,1104.8040626987606,130.7555157897085,12.698397717706674,60.40771392073263,288,216,30,28,221,22,4.408323130535219,25,1,149,29,77,97.27580323495069,3.330013319348736,3,5,18,8,7,5,31.404677125366547,5,3,65.0,6,4,20.07303150703522,0.5196947890120476,4.387412911055941,2.396501493716567,6,28,18,46.0,6,18,3.3033810867294595,4.908824651688911,14,1,0,57.96,56.26,89.33,82.37,66.42,7.378610355605927,0.2692821014140311,2025-11-16T19:06:26.013728+00:00,33,San_Beda_20251117030626_33,1,63.71
San Beda,1509.9179539091372,152.13527463389127,13.598415466266388,32.58199953572575,212,262,18,26,205,33,5.232574974635794,19,1,163,22,68,95.0069738776833,3.155795075768436,2,3,16,4,5,5,29.322197205249143,8,5,91.0,4,3,24.311145057336628,0.6964395518600996,4.2718393027792,1.335080769995428,4,34,15,58.0,7,10,3.116430169492673,6.036077280313283,12,0,0,60.28,62.37,91.05,85.43,74.65,9.629302455418156,0.2768530481233039,2025-11-16T19:06:26.013948+00:00,34,San_Beda_20251117030626_34,1,76.87
San Beda,2012.324320210602,213.9389454127137,10.0,62.91897198682362,293,289,20,26,258,26,5.779150929068971,24,0,143,40,62,111.5332595258078,3.815972995692488,3,4,14,5,3,5,42.947177782442566,9,5,87.0,5,3,14.00295387955638,1.1674323399390192,6.591166347217758,1.144991168818406,6,31,14,53.0,7,17,2.8592442525032267,4.866466321033481,17,0,0,58.3,49.22,95.0,80.16,72.71,8.042086850277766,0.0074840128175134,2025-11-16T19:06:26.014131+00:00,35,San_Beda_20251117030626_35,1,66.63
San Beda,1294.4389487838428,186.17017543281648,10.0,48.703523166481006,206,245,14,21,222,26,7.1534329714465965,17,1,168,26,76,74.05487969897291,3.0379897102564666,3,3,19,7,6,5,27.52976640026749,3,5,74.0,6,3,18.6888384419901,0.6984634408800459,5.404061936153931,2.019748584116444,6,32,15,53.0,7,13,2.966041677750831,5.028575553518635,15,1,2,50.61,49.95,77.62,77.6,71.33,5.300988529974996,0.4873005503313968,2025-11-16T19:06:26.014314+00:00,36,San_Beda_20251117030626_36,1,60.59
San Beda,990.246065616532,153.24019262754578,10.0,67.33648406617336,202,189,33,17,209,23,8.501779345086895,22,1,152,29,68,59.85091290731715,3.275076816800145,3,4,15,5,5,5,29.95359054327384,11,4,41.0,6,3,20.9962777500488,1.42259410599442,5.475487061928937,2.885551969243587,6,26,14,54.0,7,16,2.834346312405271,4.051185304668817,14,2,0,49.94,62.3,57.09,83.26,74.87,8.052322031363927,0.3285770647854491,2025-11-16T19:06:26.014497+00:00,37,San_Beda_20251117030626_37,1,65.8
San Beda,1544.0914584302973,207.9114970756245,13.0135765276452,75.53944808013806,191,270,22,26,264,31,6.7888525515786,25,0,175,10,90,86.68996651163033,2.524536415339983,3,4,19,6,6,6,24.02381963113103,4,5,61.0,5,3,17.443062238283474,0.9096291817352258,4.638278306792364,2.846070772431888,6,24,21,35.0,7,14,1.9718510657530093,3.7573419884003534,11,1,1,48.08,58.1,87.31,95.0,71.17,5.813013066576215,0.8292483912715243,2025-11-16T19:06:26.014680+00:00,38,San_Beda_20251117030626_38,1,74.39
San Beda,1071.765913260474,120.8881666770793,10.361370176900426,55.71893566294405,293,311,28,13,188,39,4.9386465719653145,26,1,187,25,55,90.13845539243395,3.7505580456532064,4,4,16,5,7,3,32.630390164780714,6,5,86.0,7,3,14.52179248795082,0.8850065927307137,4.849562922988373,1.991352950570215,7,35,15,47.0,9,12,3.08686331602318,4.672747261974723,18,1,1,54.28,48.63,90.3,83.86,70.85,7.66998764112431,0.9443879937060088,2025-11-16T19:06:26.014860+00:00,39,San_Beda_20251117030626_39,1,62.89
San Beda,1586.996125037725,177.82482130285683,10.0,51.00617637709512,292,243,21,23,215,28,8.515236530309897,22,1,133,27,73,74.57726178013652,2.433896978441549,3,2,12,5,4,5,37.443857165058425,8,5,60.0,5,3,24.04223682731328,0.1224954303721526,5.537040931732562,2.764545630783372,7,33,15,63.0,8,12,2.768451308977861,4.08082504712876,19,1,1,53.99,50.17,79.03,73.64,70.99,6.398665357056388,0.1590318418750025,2025-11-16T19:06:26.015040+00:00,40,San_Beda_20251117030626_40,1,66.48
San Beda,1862.205135449464,187.3416439772932,10.262229941158576,64.49352320943875,199,108,23,16,180,26,8.75851800460294,29,2,183,30,61,88.30255240881154,3.187945006328665,4,4,15,4,7,3,31.083508300613502,8,4,69.0,6,2,19.804398216185533,0.8420765643613761,4.699611843278832,1.898173785172285,6,39,18,60.0,9,14,3.68217535199386,3.9865880314494575,11,1,0,66.22,55.7,86.51,76.99,77.75,6.37340281385265,0.3244386792406986,2025-11-16T19:06:26.015233+00:00,41,San_Beda_20251117030626_41,1,68.77
San Beda,1853.6462124121315,144.97969619346284,11.217818818723323,69.67831561090365,253,156,28,16,256,30,8.864999832257752,26,0,167,29,80,72.01163997480218,3.3444834623528754,3,4,14,7,4,4,33.52146270986687,7,5,65.0,4,3,27.15824563440667,0.8292483528963497,6.065264657981077,2.602682357801694,6,35,8,48.0,6,18,2.7061555889322886,6.0374707024583625,11,1,1,48.08,50.39,65.4,65.7,72.19,6.028086835810955,0.6110971547608062,2025-11-16T19:06:26.015417+00:00,42,San_Beda_20251117030626_42,1,56.0
San Beda,1074.0583164844088,201.78070390704548,13.631375030109895,57.70173831292981,262,240,25,24,167,21,5.886640172258622,32,0,130,26,82,78.98613804686497,3.409885506286348,3,4,18,7,3,6,24.523023963650267,8,3,80.0,5,3,24.354566490298936,0.8360817317242992,7.157577819485977,2.781692868869376,4,31,23,61.0,7,15,2.8866429843724384,5.331880563617728,15,1,2,50.09,39.58,78.35,95.0,72.18,6.8488671880941085,0.4519395391425838,2025-11-16T19:06:26.015616+00:00,43,San_Beda_20251117030626_43,1,60.25
San Beda,1619.0503635495877,192.04596097954203,11.021078511755006,52.555698085241055,255,284,22,25,263,28,7.910501756041242,21,1,248,19,73,78.9431673845964,3.5546227081673902,4,5,20,5,5,3,33.51868869466459,6,3,66.0,5,1,23.31586711326194,0.9750157584862276,4.817667780579026,1.5324066360430038,8,35,13,46.0,6,17,3.601528738570246,6.519528120769156,19,1,1,63.18,52.62,84.0,73.05,67.24,7.792491746828485,0.2329911912460756,2025-11-16T19:06:26.016063+00:00,44,San_Beda_20251117030626_44,1,72.15
San Beda,2211.8875465099736,57.23471394440256,16.011178469833602,73.78926051498281,326,256,27,19,199,30,7.423292758341127,16,1,199,33,89,113.18258858367057,3.256068859206661,3,4,15,7,5,6,33.059886021911545,8,4,80.0,5,3,21.15746770217164,1.29309245280551,4.198662261031711,2.350524227245458,8,34,16,46.0,6,15,2.56025948184956,6.833439602099377,20,1,0,56.25,46.42,95.0,81.91,67.61,6.759850103122599,0.5671875026688388,2025-11-16T19:06:26.017235+00:00,45,San_Beda_20251117030626_45,1,66.67
San Beda,1246.51686256921,149.2770238584275,10.0,33.28535742946595,275,179,25,22,236,28,7.586359997045143,25,1,229,30,81,80.53490325637988,3.019386506112044,3,3,17,6,7,5,28.885464812284354,5,4,72.0,6,3,12.341461308347316,2.223697284229255,5.570860705758122,2.135903294823108,5,30,17,51.0,11,19,2.665995419657329,4.653270475072133,15,1,1,57.74,57.02,80.16,92.22,68.49,5.132003100363035,0.0,2025-11-16T19:06:26.017784+00:00,46,San_Beda_20251117030626_46,1,70.52
San Beda,1472.8734799638207,130.5979308055992,13.186682886219783,47.48673278170946,208,197,26,22,248,14,4.604890310519656,23,0,89,24,77,65.81058837112046,2.623997051356297,4,4,20,4,7,6,24.859023289471786,7,4,67.0,5,2,21.510950332682693,0.5995602743128218,4.528797389276863,1.2878972664058457,7,26,9,55.0,10,16,2.3589478225173672,5.458460391609213,15,1,2,54.79,49.71,64.65,75.44,66.16,4.688140013014354,0.6624179182179584,2025-11-16T19:06:26.018090+00:00,47,San_Beda_20251117030626_47,1,62.75
San Beda,1797.3158163289943,187.9595772417076,12.93619042108275,70.5868668206891,236,230,36,20,220,25,5.970702386153606,17,1,223,27,92,59.62390837591048,2.4305452551757423,4,5,19,7,7,4,40.38084331200518,9,6,78.0,6,3,27.60973398526197,1.0752769599187766,6.333889288514007,1.4746060527421665,7,33,15,44.0,9,20,2.628206808577979,2.996767092076692,17,1,0,60.44,52.27,60.59,81.18,72.38,7.577398138319594,0.0,2025-11-16T19:06:26.018302+00:00,48,San_Beda_20251117030626_48,1,63.6
